RPT^D,Ramco-Gershenson Properties Trust,,,
RRC,Range Resources Corporation,,Energy,Oil & Gas Production
RNGR,"Ranger Energy Services, Inc.",2017,Energy,Oilfield Services/Equipment
RJF,"Raymond James Financial, Inc.",,Finance,Investment Bankers/Brokers/Service
RYAM,Rayonier Advanced Materials Inc.,2014,Basic Industries,Major Chemicals
RYAM^A,Rayonier Advanced Materials Inc.,,,
RYN,Rayonier Inc.,,Consumer Services,Real Estate Investment Trusts
RTN,Raytheon Company,,Capital Goods,Industrial Machinery/Components
RMAX,"RE/MAX Holdings, Inc.",2013,Finance,Real Estate
RLGY,Realogy Holdings Corp.,2012,Finance,Real Estate
O,Realty Income Corporation,,Consumer Services,Real Estate Investment Trusts
RHT,"Red Hat, Inc.",,Technology,"Computer Software: Programming, Data Processing"
RLH,Red Lion Hotels Corporation,,Consumer Services,Hotels/Resorts
RWT,"Redwood Trust, Inc.",1995,Consumer Services,Real Estate Investment Trusts
RBC,Regal Beloit Corporation,,Consumer Durables,Metal Fabrications
RWGE,Regalwood Global Energy Ltd.,2018,Finance,Business Services
RWGE.U,Regalwood Global Energy Ltd.,2017,,
RWGE.WS,Regalwood Global Energy Ltd.,,,
REG,Regency Centers Corporation,1993,Consumer Services,Real Estate Investment Trusts
RM,Regional Management Corp.,2012,Finance,Finance: Consumer Services
RF,Regions Financial Corporation,,Finance,Major Banks
RF^A,Regions Financial Corporation,,,
RF^B,Regions Financial Corporation,,,
RGS,Regis Corporation,1991,Consumer Services,Other Consumer Services
RGA,"Reinsurance Group of America, Incorporated",,Finance,Life Insurance
RZA,"Reinsurance Group of America, Incorporated",,Finance,Life Insurance
RZB,"Reinsurance Group of America, Incorporated",2016,Finance,Life Insurance
RS,Reliance Steel & Aluminum Co.,1994,Basic Industries,Metal Fabrications
RENX,RELX N.V.,2015,Consumer Services,Publishing
RELX,RELX PLC,2015,Consumer Services,Publishing
RNR,RenaissanceRe Holdings Ltd.,,Finance,Property-Casualty Insurers
RNR^C,RenaissanceRe Holdings Ltd.,,,
RNR^E,RenaissanceRe Holdings Ltd.,,,
SOL,Renesola Ltd.,2008,Technology,Semiconductors
RENN,Renren Inc.,2011,Technology,EDP Services
RSG,"Republic Services, Inc.",1998,Public Utilities,Environmental Services
RMD,ResMed Inc.,,Health Care,Medical/Dental Instruments
REN           ,Resolute Energy Corporation,,Energy,Oil & Gas Production
RFP,Resolute Forest Products Inc.,,Basic Industries,Paper
RSO,Resource Capital Corp.,2006,Consumer Services,Real Estate Investment Trusts
RSO^B.CL,Resource Capital Corp.,,,
RSO^C,Resource Capital Corp.,,,
QSR,Restaurant Brands International Inc.,2014,Consumer Services,Restaurants
RPAI,"Retail Properties of America, Inc.",2012,Consumer Services,Real Estate Investment Trusts
REVG,"REV Group, Inc.",2017,Capital Goods,Auto Manufacturing
REV,"Revlon, Inc.",1996,Consumer Non-Durables,Package Goods/Cosmetics
REX,REX American Resources Corporation,,Basic Industries,Major Chemicals
REXR,"Rexford Industrial Realty, Inc.",2013,Consumer Services,Real Estate Investment Trusts
REXR^A,"Rexford Industrial Realty, Inc.",,,
REXR^B,"Rexford Industrial Realty, Inc.",,,
RXN,Rexnord Corporation,2012,Technology,Industrial Machinery/Components
RXN^A,Rexnord Corporation,,,
RH,RH,2012,Consumer Services,Other Specialty Stores
RMP,Rice Midstream Partners LP,2014,Public Utilities,Natural Gas Distribution
RNG,"Ringcentral, Inc.",2013,Technology,EDP Services
RIO,Rio Tinto Plc,2002,Basic Industries,Precious Metals
RBA,Ritchie Bros. Auctioneers Incorporated,,Miscellaneous,Business Services
RAD,Rite Aid Corporation,,Health Care,Medical/Nursing Services
RMPL^,RiverNorth Marketplace Lending Corporation,,,
RIV,"RiverNorth Opportunities Fund, Inc.",2015,,
OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",2016,,
RLI,RLI Corp.,,Finance,Property-Casualty Insurers
RLJ,RLJ Lodging Trust,2011,Consumer Services,Real Estate Investment Trusts
RLJ^A,RLJ Lodging Trust,,,
RRTS,"Roadrunner Transportation Systems, Inc",2010,Transportation,Oil Refining/Marketing
RHI,Robert Half International Inc.,,Technology,Professional Services
ROK,"Rockwell Automation, Inc.",,Capital Goods,Industrial Machinery/Components
COL,"Rockwell Collins, Inc.",,Capital Goods,Military/Government/Technical
RCI,"Rogers Communication, Inc.",,Consumer Services,Television Services
ROG,Rogers Corporation,,Basic Industries,Major Chemicals
ROL,"Rollins, Inc.",,Finance,Diversified Commercial Services
ROP,"Roper Technologies, Inc.",1992,Capital Goods,Industrial Machinery/Components
RST,Rosetta Stone,2009,Technology,Computer Software: Prepackaged Software
RDC,Rowan Companies plc,,Energy,Oil & Gas Production
RY,Royal Bank Of Canada,,Finance,Commercial Banks
RY^T,Royal Bank Of Canada,,,
RBS,Royal Bank Scotland plc (The),,Finance,Commercial Banks
RBS^S,Royal Bank Scotland plc (The),,,
RCL,Royal Caribbean Cruises Ltd.,1993,Consumer Services,Marine Transportation
RDS.A,Royal Dutch Shell PLC,,,
RDS.B,Royal Dutch Shell PLC,,,
RGT,"Royce Global Value Trust, Inc.",2013,,
RMT,"Royce Micro-Cap Trust, Inc.",,,
RVT,"Royce Value Trust, Inc.",1986,,
RES,"RPC, Inc.",,Energy,Oilfield Services/Equipment
RPM,RPM International Inc.,,Basic Industries,Paints/Coatings
RSPP,"RSP Permian, Inc.",2014,Energy,Oil & Gas Production
RTEC,"Rudolph Technologies, Inc.",1999,Capital Goods,Industrial Machinery/Components
RYB,"RYB Education, Inc.",2017,Consumer Services,Other Consumer Services
R,"Ryder System, Inc.",,Consumer Services,Rental/Leasing Companies
RYI,Ryerson Holding Corporation,2014,Basic Industries,Metal Fabrications
RHP,"Ryman Hospitality Properties, Inc.",,Consumer Services,Real Estate Investment Trusts
SPGI,S&P Global Inc.,,Finance,Finance: Consumer Services
SBR,Sabine Royalty Trust,,Energy,Oil & Gas Production
SB,"Safe Bulkers, Inc",2008,Transportation,Marine Transportation
SB^C,"Safe Bulkers, Inc",,,
SB^D,"Safe Bulkers, Inc",,,
SFE,"Safeguard Scientifics, Inc.",,Finance,Finance/Investors Services
SAFE,"Safety, Income & Growth Inc.",2017,Consumer Services,Real Estate
SAIL,"SailPoint Technologies Holdings, Inc.",2017,Technology,Computer Software: Prepackaged Software
CRM,Salesforce.com Inc,2004,Technology,Computer Software: Prepackaged Software
SMM,Salient Midstream & MLP Fund,2012,,
SBH,"Sally Beauty Holdings, Inc.",,Consumer Services,Other Specialty Stores
SJT,San Juan Basin Royalty Trust,,Energy,Oil & Gas Production
SN,Sanchez Energy Corporation,2011,Energy,Oil & Gas Production
SD,"SandRidge Energy, Inc.",2016,Energy,Oil & Gas Production
SDT,SandRidge Mississippian Trust I,2011,Energy,Oil & Gas Production
SDR,SandRidge Mississippian Trust II,2012,Energy,Oil & Gas Production
PER,SandRidge Permian Trust,2011,Energy,Oil & Gas Production
SNY,Sanofi,,Health Care,Major Pharmaceuticals
SC,Santander Consumer USA Holdings Inc.,2014,Finance,Finance: Consumer Services
SOV^C,"Santander Holdings USA, Inc.",,,
SAP,SAP SE,,Technology,Computer Software: Prepackaged Software
SAB,Saratoga Investment Corp,2016,,
SAR,Saratoga Investment Corp,,,
SSL,Sasol Ltd.,,Energy,Oil & Gas Production
BFS,"Saul Centers, Inc.",1993,Consumer Services,Real Estate Investment Trusts
BFS^C,"Saul Centers, Inc.",,,
BFS^D,"Saul Centers, Inc.",,,
SCG,Scana Corporation,,Public Utilities,Power Generation
SLB,Schlumberger N.V.,,Energy,Oilfield Services/Equipment
SNDR,"Schneider National, Inc.",2017,Transportation,Trucking Freight/Courier Services
SWM,"Schweitzer-Mauduit International, Inc.",,Basic Industries,Paper
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,,Technology,EDP Services
SALT,Scorpio Bulkers Inc.,2013,Transportation,Marine Transportation
SLTB,Scorpio Bulkers Inc.,2014,Transportation,Marine Transportation
SBBC,Scorpio Tankers Inc.,2017,Transportation,Marine Transportation
SBNA,Scorpio Tankers Inc.,2014,Transportation,Marine Transportation
STNG,Scorpio Tankers Inc.,2010,Transportation,Marine Transportation
SMG,Scotts Miracle-Gro Company (The),1992,Basic Industries,Agricultural Chemicals
KMM,Scudder Multi-Market Income Trust,,,
KTF,Scudder Municiple Income Trust,1988,,
KST,Scudder Strategic Income Trust,1994,,
KSM,Scudder Strategic Municiple Income Trust,1989,,
SE,Sea Limited,2017,,
SA,"Seabridge Gold, Inc.",,Basic Industries,Precious Metals
CKH,"SEACOR Holdings, Inc.",,Transportation,Marine Transportation
SMHI,SEACOR Marine Holdings Inc.,2017,Transportation,Marine Transportation
SDRL,Seadrill Limited,,Energy,Oil & Gas Production
SDLP,Seadrill Partners LLC,2012,Energy,Oil & Gas Production
SEE,Sealed Air Corporation,,Basic Industries,Major Chemicals
SSW,Seaspan Corporation,2005,Transportation,Marine Transportation
SSW^D,Seaspan Corporation,,,
SSW^E,Seaspan Corporation,,,
SSW^G,Seaspan Corporation,,,
SSW^H,Seaspan Corporation,,,
SSWA,Seaspan Corporation,2017,Transportation,Marine Transportation
SSWN,Seaspan Corporation,2014,Transportation,Marine Transportation
SEAS,"SeaWorld Entertainment, Inc.",2013,Consumer Services,Services-Misc. Amusement & Recreation
JBN,Select Asset Inc.,,Finance,Finance: Consumer Services
JBR,Select Asset Inc.,,Finance,Finance: Consumer Services
WTTR,"Select Energy Services, Inc.",2017,Energy,Oilfield Services/Equipment
SEM,Select Medical Holdings Corporation,2009,Health Care,Hospital/Nursing Management
SGZA,"Selective Insurance Group, Inc.",,Finance,Property-Casualty Insurers
SEMG,Semgroup Corporation,,Energy,Oilfield Services/Equipment
SMI,Semiconductor  Manufacturing International Corporation,2004,Technology,Semiconductors
SRE,Sempra Energy,,Public Utilities,Natural Gas Distribution
SRE^A,Sempra Energy,,Public Utilities,Natural Gas Distribution
SEND,"SendGrid, Inc.",2017,Technology,Computer Software: Prepackaged Software
ST,Sensata Technologies Holding N.V.,2010,Capital Goods,Industrial Machinery/Components
SXT,Sensient Technologies Corporation,,Basic Industries,Major Chemicals
SQNS,Sequans Communications S.A.,2011,Technology,Semiconductors
SRG,Seritage Growth Properties,2015,Finance,Real Estate
SRG^A,Seritage Growth Properties,,,
SCI,Service Corporation International,,Consumer Services,Other Consumer Services
SERV,"ServiceMaster Global Holdings, Inc.",2014,Consumer Services,Other Consumer Services
NOW,"ServiceNow, Inc.",2012,Technology,Computer Software: Prepackaged Software
SHAK,"Shake Shack, Inc.",2015,Consumer Services,Restaurants
SJR,Shaw Communications Inc.,,Consumer Services,Television Services
SHLX,"Shell Midstream Partners, L.P.",2014,Energy,Natural Gas Distribution
SHW,Sherwin-Williams Company (The),,Consumer Services,RETAIL: Building Materials
SHG,Shinhan Financial Group Co Ltd,,Finance,Major Banks
SFL,Ship Finance International Limited,,Transportation,Marine Transportation
SHOP,Shopify Inc.,2015,Technology,Computer Software: Prepackaged Software
SSTK,"Shutterstock, Inc.",2012,Technology,EDP Services
SBGL,Sibanye Gold Limited,,Basic Industries,Precious Metals
SIG,Signet Jewelers Limited,,Consumer Services,Consumer Specialties
SBOW,"SilverBow Resorces, Inc.",,Energy,Oil & Gas Production
SPG,"Simon Property Group, Inc.",,Consumer Services,Real Estate Investment Trusts
SPG^J,"Simon Property Group, Inc.",,,
SSD,"Simpson Manufacturing Company, Inc.",,Capital Goods,Industrial Machinery/Components
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",,Basic Industries,Major Chemicals
SITE,"SiteOne Landscape Supply, Inc.",2016,Consumer Non-Durables,Farming/Seeds/Milling
SIX,Six Flags Entertainment Corporation New,,Consumer Services,Services-Misc. Amusement & Recreation
SJW,SJW Group,,Public Utilities,Water Supply
SKM,"SK Telecom Co., Ltd.",,Public Utilities,Telecommunications Equipment
SKX,"Skechers U.S.A., Inc.",1999,Consumer Non-Durables,Shoe Manufacturing
SLG,SL Green Realty Corporation,1997,Consumer Services,Real Estate Investment Trusts
SLG^I,SL Green Realty Corporation,,,
SM,SM Energy Company,,Energy,Oil & Gas Production
SFS,Smart,2014,Consumer Services,Food Chains
SNN,"Smith & Nephew SNATS, Inc.",,Health Care,Industrial Specialties
AOS,Smith (A.O.) Corporation,,Consumer Durables,Consumer Electronics/Appliances
SNAP,Snap Inc.,2017,Technology,"Computer Software: Programming, Data Processing"
SNA,Snap-On Incorporated,,Capital Goods,Industrial Machinery/Components
IPOA,Social Capital Hedosophia Holdings Corp.,2017,Finance,Business Services
IPOA.U,Social Capital Hedosophia Holdings Corp.,2017,,
IPOA.WS,Social Capital Hedosophia Holdings Corp.,,,
SQM,Sociedad Quimica y Minera S.A.,1993,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SOGO,Sogou Inc.,2017,Technology,EDP Services
SOI,"Solaris Oilfield Infrastructure, Inc.",2017,Energy,Metal Fabrications
SAH,"Sonic Automotive, Inc.",1997,Consumer Durables,Automotive Aftermarket
SON,Sonoco Products Company,,Consumer Durables,Containers/Packaging
SNE,Sony Corp Ord,,Consumer Non-Durables,Consumer Electronics/Appliances
BID,Sotheby&#39;s,1988,Miscellaneous,Business Services
SOR,"Source Capital, Inc.",,,
SJI,"South Jersey Industries, Inc.",,Public Utilities,Oil/Gas Transmission
SXE,"Southcross Energy Partners, L.P.",2012,Public Utilities,Natural Gas Distribution
SCE^G,Southern California Edison Company,,,
SCE^H,Southern California Edison Company,,,
SCE^J,Southern California Edison Company,,,
SCE^K,Southern California Edison Company,,,
SCE^L,Southern California Edison Company,,,
SO,Southern Company (The),,Public Utilities,Electric Utilities: Central
SOJA,Southern Company (The),2015,Public Utilities,Electric Utilities: Central
SOJB,Southern Company (The),2016,Public Utilities,Electric Utilities: Central
SOJC,Southern Company (The),2017,Public Utilities,Electric Utilities: Central
SCCO,Southern Copper Corporation,,Basic Industries,Precious Metals
LUV,Southwest Airlines Company,,Transportation,Air Freight/Delivery Services
SWX,"Southwest Gas Holdings, Inc.",,Public Utilities,Oil & Gas Production
SWN,Southwestern Energy Company,,Energy,Oil & Gas Production
SPA,Sparton Corporation,,Technology,Electrical Products
SPE,Special Opportunities Fund Inc.,,,
SPE^B,Special Opportunities Fund Inc.,,,
SEP,"Spectra Energy Partners, LP",2007,Public Utilities,Natural Gas Distribution
SPB           ,"Spectrum Brands Holdings, Inc.",,Miscellaneous,Industrial Machinery/Components
TRK,"Speedway Motorsports, Inc.",1995,Consumer Services,Services-Misc. Amusement & Recreation
SR,Spire Inc.,,Public Utilities,Oil/Gas Transmission
SPR,"Spirit Aerosystems Holdings, Inc.",2006,Capital Goods,Military/Government/Technical
SAVE,"Spirit Airlines, Inc.",,Transportation,Air Freight/Delivery Services
SRC,"Spirit Realty Capital, Inc.",2013,Consumer Services,Building operators
SRC^A,"Spirit Realty Capital, Inc.",,,
SRLP,Sprague Resources LP,2013,Energy,Oil Refining/Marketing
S,Sprint Corporation,2013,Public Utilities,Telecommunications Equipment
SPXC,SPX Corporation,,Technology,Industrial Machinery/Components
FLOW,"SPX FLOW, Inc.",2015,Technology,Industrial Machinery/Components
SQ,"Square, Inc.",2015,Technology,Computer Software: Prepackaged Software
JOE,St. Joe Company (The),,Consumer Services,Homebuilding
STAG,"Stag Industrial, Inc.",2011,Consumer Services,Real Estate Investment Trusts
STAG^B,"Stag Industrial, Inc.",,,
STAG^C,"Stag Industrial, Inc.",,,
SSI,"Stage Stores, Inc.",,Consumer Services,Clothing/Shoe/Accessory Stores
SMP,"Standard Motor Products, Inc.",,Capital Goods,Auto Parts:O.E.M.
SXI,Standex International Corporation,,Technology,Industrial Machinery/Components
SWJ,"Stanley Black & Decker, Inc.",,Capital Goods,Industrial Machinery/Components
SWK,"Stanley Black & Decker, Inc.",,Capital Goods,Industrial Machinery/Components
SWP,"Stanley Black & Decker, Inc.",,Capital Goods,Industrial Machinery/Components
STN,Stantec Inc,,Consumer Services,Military/Government/Technical
SGU,"Star Group, L.P.",,Consumer Services,Other Specialty Stores
SRT,"StarTek, Inc.",1997,Technology,Professional Services
STWD,"STARWOOD PROPERTY TRUST, INC.",2009,Consumer Services,Real Estate Investment Trusts
STT,State Street Corporation,,Finance,Major Banks
STT^C,State Street Corporation,,,
STT^D,State Street Corporation,,,
STT^E,State Street Corporation,,,
STT^G,State Street Corporation,,,
STO,Statoil ASA,,Energy,Integrated oil Companies
SPLP,Steel Partners Holdings LP,,Capital Goods,Industrial Specialties
SPLP^A,Steel Partners Holdings LP,,,
SCS,Steelcase Inc.,1998,Consumer Durables,Office Equipment/Supplies/Services
SCA,Stellus Capital Investment Corporation,,,
SCM,Stellus Capital Investment Corporation,2012,,
SCL,Stepan Company,,Basic Industries,Package Goods/Cosmetics
STE,STERIS plc,,Health Care,Industrial Specialties
STL,Sterling Bancorp,,Finance,Major Banks
STL^A,Sterling Bancorp,,Finance,Major Banks
STC,Stewart Information Services Corporation,,Finance,Specialty Insurers
SF,Stifel Financial Corporation,,Finance,Investment Bankers/Brokers/Service
SF^A,Stifel Financial Corporation,,Finance,Investment Bankers/Brokers/Service
SFB,Stifel Financial Corporation,2017,Finance,Investment Bankers/Brokers/Service
STM,STMicroelectronics N.V.,,Technology,Semiconductors
SGY,Stone Energy Corporation,1993,Energy,Oil & Gas Production
EDF,Stone Harbor Emerging Markets Income Fund,2010,,
EDI,Stone Harbor Emerging Markets Total Income Fund,2012,,
STON,StoneMor Partners L.P.,2004,Consumer Services,Other Consumer Services
SRI,"Stoneridge, Inc.",1997,Capital Goods,Auto Parts:O.E.M.
STOR,STORE Capital Corporation,2014,Consumer Services,Real Estate Investment Trusts
GJH,STRATS Trust,,Finance,Finance: Consumer Services
GJO,STRATS Trust,,Finance,Finance: Consumer Services
GJS,STRATS Trust,,Finance,Finance: Consumer Services
SYK,Stryker Corporation,,Health Care,Medical/Dental Instruments
RGR,"Sturm, Ruger & Company, Inc.",,Capital Goods,Ordnance And Accessories
SPH,"Suburban Propane Partners, L.P.",1996,Consumer Services,Other Specialty Stores
SMFG,Sumitomo Mitsui Financial Group Inc,,Finance,Commercial Banks
INN,"Summit Hotel Properties, Inc.",2011,Consumer Services,Real Estate Investment Trusts
INN^C.CL,"Summit Hotel Properties, Inc.",,,
INN^D,"Summit Hotel Properties, Inc.",,,
INN^E,"Summit Hotel Properties, Inc.",,,
SUM,"Summit Materials, Inc.",2015,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SMLP,"Summit Midstream Partners, LP",2012,Public Utilities,Natural Gas Distribution
SUI,"Sun Communities, Inc.",1993,Consumer Services,Real Estate Investment Trusts
SLF,Sun Life Financial Inc.,,Finance,Life Insurance
SXCP,"SunCoke Energy Partners, L.P.",2013,Basic Industries,Steel/Iron Ore
SXC,"SunCoke Energy, Inc.",2011,Basic Industries,Steel/Iron Ore
SU,Suncor Energy  Inc.,,Energy,Integrated oil Companies
SUN,Sunoco LP,2012,Energy,Oil Refining/Marketing
SHO,"Sunstone Hotel Investors, Inc.",2004,Consumer Services,Hotels/Resorts
SHO^E,"Sunstone Hotel Investors, Inc.",,,
SHO^F,"Sunstone Hotel Investors, Inc.",,,
STI,"SunTrust Banks, Inc.",,Finance,Major Banks
STI.WS.A,"SunTrust Banks, Inc.",,,
STI.WS.B,"SunTrust Banks, Inc.",,,
STI^A,"SunTrust Banks, Inc.",,,
STI^E.CL,"SunTrust Banks, Inc.",,,
SPN,"Superior Energy Services, Inc.",,Energy,Oilfield Services/Equipment
SUP,"Superior Industries International, Inc.",,Capital Goods,Auto Parts:O.E.M.
SVU,SuperValu Inc.,,Consumer Non-Durables,Food Distributors
SLD,Sutherland Asset Management Corporation,2013,Consumer Services,Real Estate Investment Trusts
SLDA,Sutherland Asset Management Corporation,2017,Consumer Services,Real Estate Investment Trusts
SWZ,"Swiss Helvetia Fund, Inc. (The)",,,
SWCH,"Switch, Inc.",2017,Technology,"Computer Software: Programming, Data Processing"
SYF,Synchrony Financial,2014,Finance,Finance: Consumer Services
SNX,Synnex Corporation,2003,Technology,Retail: Computer Software & Peripheral Equipment
SNV,Synovus Financial Corp.,,Finance,Major Banks
SNV^C,Synovus Financial Corp.,,,
GJP,"Synthetic Fixed-Income Securities, Inc.",,,
GJR,"Synthetic Fixed-Income Securities, Inc.",,,
GJT,"Synthetic Fixed-Income Securities, Inc.",,Finance,Finance: Consumer Services
GJV,"Synthetic Fixed-Income Securities, Inc.",,Finance,Finance: Consumer Services
SYY,Sysco Corporation,,Consumer Non-Durables,Food Distributors
SYX,Systemax Inc.,,Consumer Services,Catalog/Specialty Distribution
DATA,"Tableau Software, Inc.",2013,Technology,Computer Software: Prepackaged Software
TAHO,"Tahoe Resources, Inc.",,Basic Industries,Precious Metals
TLRD,"Tailored Brands, Inc.",,Consumer Services,Clothing/Shoe/Accessory Stores
TWN,"Taiwan Fund, Inc. (The)",1986,,
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,1997,Technology,Semiconductors
TAL,TAL Education Group,,Consumer Services,Other Consumer Services
TEGP,"Tallgrass Energy GP, LP",2015,Public Utilities,Natural Gas Distribution
TEP,"Tallgrass Energy Partners, LP",2013,Public Utilities,Natural Gas Distribution
SKT,"Tanger Factory Outlet Centers, Inc.",1993,Consumer Services,Real Estate Investment Trusts
TPR,"Tapestry, Inc.",,Consumer Non-Durables,Apparel
NGLS^A,Targa Resources Partners LP,,,
TRGP,"Targa Resources, Inc.",2010,Public Utilities,Natural Gas Distribution
TGT,Target Corporation,,Consumer Services,Department/Specialty Retail Stores
TARO,Taro Pharmaceutical Industries Ltd.,,Health Care,Major Pharmaceuticals
TTM,Tata Motors Ltd,,Capital Goods,Auto Manufacturing
TCO,"Taubman Centers, Inc.",1992,Consumer Services,Real Estate Investment Trusts
TCO^J,"Taubman Centers, Inc.",,,
TCO^K,"Taubman Centers, Inc.",,,
TMHC,Taylor Morrison Home Corporation,2013,Capital Goods,Homebuilding
TCP,"TC PipeLines, LP",,Public Utilities,Natural Gas Distribution
TCF,TCF Financial Corporation,,Finance,Major Banks
TCF.WS,TCF Financial Corporation,,,
TCF^D,TCF Financial Corporation,,,
TSI,"TCW Strategic Income Fund, Inc.",,,
TEL,TE Connectivity Ltd.,,Consumer Non-Durables,Electronic Components
TISI,"Team, Inc.",,Consumer Services,Other Consumer Services
FTI,TechnipFMC plc,,Energy,Metal Fabrications
TECK,Teck Resources Ltd,,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
TK,Teekay Corporation,,Transportation,Marine Transportation
TGP,Teekay LNG Partners L.P.,2005,Consumer Services,Marine Transportation
TGP^A,Teekay LNG Partners L.P.,,,
TGP^B,Teekay LNG Partners L.P.,,,
TOO,Teekay Offshore Partners L.P.,2006,Consumer Services,Marine Transportation
TOO^A,Teekay Offshore Partners L.P.,,,
TOO^B,Teekay Offshore Partners L.P.,,,
TOO^E,Teekay Offshore Partners L.P.,,,
TNK,Teekay Tankers Ltd.,2007,Consumer Services,Marine Transportation
GCI,TEGNA Inc.,2015,Consumer Services,Newspapers/Magazines
TGNA,TEGNA Inc.,,Consumer Services,Broadcasting
TRC,Tejon Ranch Co,,Finance,Real Estate
HQH,Tekla Healthcare Investors,1987,,
THQ,Tekla Healthcare Opportunies Fund,2014,,
HQL,Tekla Life Sciences Investors,1992,,
THW,Tekla World Healthcare Fund,2015,,
TDOC,"Teladoc, Inc.",2015,Health Care,Medical/Nursing Services
TLRA,"Telaria, Inc.",2013,Technology,Advertising
TEO,Telecom Argentina Stet - France Telecom S.A.,,Public Utilities,Telecommunications Equipment
TI,Telecom Italia S.P.A.,,Consumer Services,Telecommunications Equipment
TI.A,Telecom Italia S.P.A.,,,
TDY,Teledyne Technologies Incorporated,,Capital Goods,Industrial Machinery/Components
TFX,Teleflex Incorporated,,Health Care,Medical/Dental Instruments
VIV,Telefonica Brasil S.A.,,Public Utilities,Telecommunications Equipment
TEF,Telefonica SA,1988,Public Utilities,Telecommunications Equipment
TDA,"Telephone and Data Systems, Inc.",,Public Utilities,Telecommunications Equipment
TDE,"Telephone and Data Systems, Inc.",,Public Utilities,Telecommunications Equipment
TDI,"Telephone and Data Systems, Inc.",,Public Utilities,Telecommunications Equipment
TDJ,"Telephone and Data Systems, Inc.",,Public Utilities,Telecommunications Equipment
TDS,"Telephone and Data Systems, Inc.",,Public Utilities,Telecommunications Equipment
TU,TELUS Corporation,,Public Utilities,Telecommunications Equipment
TDF,"Templeton Dragon Fund, Inc.",,,
EMF,Templeton Emerging Markets Fund,1987,,
TEI,"Templeton Emerging Markets Income Fund, Inc.",1993,,
GIM,"Templeton Global Income Fund, Inc.",1988,,
TPX,"Tempur Sealy International, Inc.",2003,Consumer Durables,Home Furnishings
TS,Tenaris S.A.,,Basic Industries,Steel/Iron Ore
THC,Tenet Healthcare Corporation,,Health Care,Hospital/Nursing Management
TNC,Tennant Company,,Technology,Industrial Machinery/Components
TEN,Tenneco Inc.,,Capital Goods,Auto Parts:O.E.M.
TVC,Tennessee Valley Authority,,Public Utilities,Electric Utilities: Central
TVE,Tennessee Valley Authority,,Public Utilities,Electric Utilities: Central
TDC,Teradata Corporation,,Technology,Computer Manufacturing
TER,"Teradyne, Inc.",,Capital Goods,Electrical Products
TEX,Terex Corporation,,Capital Goods,Construction/Ag Equipment/Trucks
TX,Ternium S.A.,,Basic Industries,Steel/Iron Ore
TNH,"Terra Nitrogen Company, L.P.",,Basic Industries,Agricultural Chemicals
TRNO,Terreno Realty Corporation,2010,Finance,Real Estate
TTI,"Tetra Technologies, Inc.",,Energy,Oil & Gas Production
TEVA,Teva Pharmaceutical Industries Limited,,Health Care,Major Pharmaceuticals
TPL,Texas Pacific Land Trust,,Energy,Oil & Gas Production
TGH,Textainer Group Holdings Limited,2007,Technology,Diversified Commercial Services
TXT,Textron Inc.,,Capital Goods,Aerospace
AES,The AES Corporation,,Basic Industries,Electric Utilities: Central
BX,The Blackstone Group L.P.,2007,Finance,Investment Managers
CEE,"The Central and Eastern Europe Fund, Inc.",,,
SCHW,The Charles Schwab Corporation,,Finance,Investment Bankers/Brokers/Service
SCHW^C,The Charles Schwab Corporation,,,
SCHW^D,The Charles Schwab Corporation,,,
COO,"The Cooper Companies, Inc. ",,Health Care,Ophthalmic Goods
GRX,The Gabelli Healthcare & Wellness Trust,,,
GRX^A,The Gabelli Healthcare & Wellness Trust,,,
GRX^B,The Gabelli Healthcare & Wellness Trust,,,
GDL,The GDL Fund,2007,,
GDL^B,The GDL Fund,,,
THG,"The Hanover Insurance Group, Inc.",,Finance,Property-Casualty Insurers
THGA,"The Hanover Insurance Group, Inc.",,Finance,Property-Casualty Insurers
MSG,The Madison Square Garden Company,2015,Consumer Services,Services-Misc. Amusement & Recreation
RUBI,"The Rubicon Project, Inc.",2014,Technology,"Computer Software: Programming, Data Processing"
TRV,"The Travelers Companies, Inc.",,Finance,Property-Casualty Insurers
TMO,Thermo Fisher Scientific Inc,,Capital Goods,Industrial Machinery/Components
THR,"Thermon Group Holdings, Inc.",2011,Energy,Industrial Machinery/Components
TPRE,Third Point Reinsurance Ltd.,2013,Finance,Property-Casualty Insurers
TSLF,THL Credit Senior Loan Fund,2013,,
TCRX,"THL Credit, Inc.",2014,,
TCRZ,"THL Credit, Inc.",2015,,
TRI,Thomson Reuters Corp,,Consumer Services,Publishing
THO,"Thor Industries, Inc.",,Consumer Non-Durables,Homebuilding
TDW,Tidewater Inc.,2017,Consumer Services,Marine Transportation
TDW.WS.A,Tidewater Inc.,,,
TDW.WS.B,Tidewater Inc.,,,
TIER,"TIER REIT, Inc.",,Consumer Services,Real Estate Investment Trusts
TIF,Tiffany & Co.,1987,Consumer Services,Consumer Specialties
